description,title
"A blend of Antão Vaz and Arinto, this is a deliciously fresh wine, lighted by acidity and with a tight texture. Drink now for summer pleasure.",Alente 2009 White (Alentejano)
"Some creamy yeasty tones are supported by background notes of banana and apricot and give this Soave Classico a rich, generous mouthfeel. Pair this wine with pasta, eggplant sauce and mozzarella.",Inama 2010 Vin Soave  (Soave Classico)
"Michael David's big, juicy, crowd-pleasing red blend, with minority amounts of Syrah, Carignan, Cinsault, Tannat, Souzou, Cab Franc, Mourvèdre and Petite Sirah, was aged in French oak for over three years. Soft and ready to drink now, with a touch of sweet cherry cola.",Incognito 2008 Red (Lodi)
"Matiú Brut is a very beautiful Prosecco with delicate floral and peach aromas offset by fresh, tonic effervescence. Pair this wine with crab cakes or shrimp cocktail.",L'Antica Quercia 2009 Matiú Brut  (Conegliano Valdobbiadene Prosecco Superiore)
"A little green and minty, with some stalky flavors, but dry and vibrant in acidity. Offers good cherry and raspberry pie flavors that are wrapped into a silky texture, with beautiful tannins. Drink now.",Lynmar 2008 Pinot Noir (Russian River Valley)
"Spicy and briary, almost like Zinfandel, which gives this Merlot a somewhat rustic feel. But it's rich in raspberries, cherries, currants and toast. Drink it now.",Raymond 2007 Reserve Selection Merlot (Napa Valley)
"This medium-bodied, cheerful blend of 70% Grenache and 30% Syrah displays likeable peppery notes accenting bright cherry fruit. It's dangerously easy to drink. Best now and over the next year or so.",Domaine Lafond 2008 Roc-Epine Red (Côtes du Rhône)
An attractive pale-pink color and light red-berry aromas introduce this fruity and fresh wine. It is crisp with red fruit flavors that are bright and lively. Acidity and a light texture make this a fine apéritif style of wine.,Charles Clément NV Cuvée des Vignerons Brut Rosé  (Champagne)
"A very dry, firm wine, with some chocolate extract flavors and signs of wood aging, both balanced by stalky black currant fruits. It is hard at present, so give it until 2014.",Château le Breton 2012 Grande Réserve  (Bordeaux)
"A light, fruity wine, dominated by salty, mineral flavors as well as black currant fruit. It is firmly structured, showing some spiciness. Keep this wine, and drink from 2016.",Château Siaurac 2011  Lalande de Pomerol
"Not very expressive, but this wine's fragrance does reveal delicate aromas of rose and berry, which carry over to the palate. It doesn't have quite enough fruit richness to support the vigorous, almost aggressive, bubbles and drying finish.",Antica Fratta 2009 Essence Rosé Sparkling (Franciacorta)
"With lemon, orange, apricot and green melon flavors, this is a fruity wine, with tart notes of green gooseberries that make it savory. There's a lot of honey on the finish that makes you wonder if it's truly dry or flirting with off-dry.",Balverne 2012 Forever Wild Sauvignon Blanc (Russian River Valley)
"Made from 100% Cab Franc, this is a soft, rather one-dimensional wine. It has complex flavors of cherries, red currants, cola, white pepper and herbs, but is short on structure and interest. Drink now.",Boëté 2009 Saunders Vineyard Reserve Cabernet Franc (Carmel Valley)
"Salty and with strong flavors of ripe apple and herbs, this Mendocino-grown Arneis is an unusual find, with high acidity that gives it a crispness mid-palate. Drink cold and soon.",Briceland 2012 Spirit Canyon Vineyards Arneis (Mendocino County)
"The bouquet of this kabinett is so exuberantly floral and peachy, the delicate palate struggles to keep up. It's firm with minerality, but a bit soft in acidic structure. Finishes moderately long, with a honeyed, floral touch.",C.H. Berres 2011 Erdener Treppchen Kabinett Riesling (Mosel)
"Bright and fruity, this is a wine to be enjoyed now. It's crisp acidity, but concentrated with creamed-apple flavors and broadened by a touch of wood.",Henri de Villamont 2010 Prestige  (Bourgogne)
"Here's a ripe, earthy wine that is softly tannic and richly fruity. It has a fine balance between the warm blackberry fruits and solid structure. Made to be drunk young, it is already delicious. Screwcap.",Herdade de São Miguel 2012 Ciconia Red (Alentejano)
"Fresh and creamy, this is a smooth, rich wine. It has citrus and baked apple flavors that meld easily and fully into a fruity texture. With some weight, it also has a bright, crisp aftertaste.",Herdade Grande 2012 Audaz Branco White (Alentejano)
"A good, if standard, wine that will satisfy Chardophiles who like their wines lush and ripe. It's rich in honey, pineapple, Meyer lemon and peach flavors.",Herzog 2011 Special Reserve Chardonnay (Russian River Valley)
"You'll find oaky aromas and flavors of buttered toast, sweet vanilla and butterscotch on this Chardonnay. The underlying fruit is pure and intense, suggesting ripe apricots, green apples and limes, brightened by a streak of acidity.",J. Lohr 2011 Riverstone Chardonnay (Arroyo Seco)
"This is an interesting and useful wine, and the price helps make it a bargain. It's pretty close, in texture and flavor, to Pinot Noir, with silky tannins, brisk acids and cherry, cola and cranberry flavors.",J. Lohr 2011 Wildflower Valdiguié (Monterey County)
"Juicy in blackberry and dark plum, this is a fruity Primitivo with a backbone of leather, coffee and spice. The finish veers into overripe flavors.",Wattle Creek 2010 Primitivo (Yorkville Highlands)
"The mouthfeel on this wine is rustic, with a jagged edge that hints of green tannins. But it does have some good red cherry, currant, spice and oak flavors, and a certain elegance.",Whitehall Lane 2010 Merlot (Napa Valley)
"This is a spicy wine that is full of juicy red-berry fruit notes. It is soft and gentle, with a core of dry tannins that gives the wine structure. Young and fruity, it is ready to drink, but will also age. Drink until 2018.",Wines & Winemakers 2011 Companhia das Lezírias Catapereiro Red (Tejo)
"Pear and tangerine notes give this wine an immediately fruity character. It has bright acidity, with a fresh and crisp palate. The fruit is right up front, with a soft aftertaste.",Wines & Winemakers 2012 Andreza Códega do Larinho White (Douro)
"This sparkling wine opens with oak aromas. It has a frothy palate that reveals tropical fruit, citrus and oak notes, sprinkled with Mediterranean herbs. Despite the creamy texture, the flavors are lean and close on a bitter walnut note.",Il Mosnel 2009 Brut Satèn Chardonnay (Franciacorta)
"This fruit-driven Pinot Gris blends green apple, melon and pear, with a hint of celery suggesting some less-than-ripe fruit in the mix also. The finish turns a little bitter.",Kings Ridge 2012 Pinot Gris (Willamette Valley)
"Scoury and sweet in the mouth, this blend of Pinot Noir and Chardonnay has forward flavors of peaches, limes, oranges, honey and vanilla. With brisk acidity, it's a nice bubbly to drink now.",Korbel 2010 Natural Sparkling (Russian River Valley)
"Like the label says, this Pinot Noir-based blend of multiple varieties is sugary sweet, with raspberry, vanilla and toast flavors. It's a refreshing and easy to drink.",Korbel NV Sweet Rosé Sparkling (California)
"This Pinot is dry, silky and light-bodied. It shows pleasant raspberry, cola and red currant flavors that finish clean and racy, and the alcohol level is a refreshingly low 13.5% by volume. It requires no aging, so drink up.",Lucas & Lewellen 2011 Goodchild High 9 Vineyard Pinot Noir (Santa Barbara County)
"Here is a tasty, light-bodied Zin with its own style and a great price. It has a minty, eucalyptus aroma and vivid raspberry flavors, almost sweet in balance. Medium-bodied, it delivers a lingering fruity finish.",Oak Grove 2012 Family Reserve Zinfandel (California)
"Sourced from the Dineen vineyard, this is unusually tart, almost sour, and feels thin on the palate. Some citrus flavors combine with a light touch of body powder, but overall it comes through as a very racy, light white wine.",Obelisco Estate 2013 Riesling (Columbia Valley (WA))
"Sensations of mature black plum are layered with notes of chocolate and roasted coffee bean. It's ripe, dense and evolved, with a markedly sweet finish. Drink now.",Palazzo 2012  Rosso di Montalcino
"Sharp, pungent grass scents and a bit of rough citrus form the nose. Once sipped, thin and brisk apple cider flavors get help from slight kiwi and fresh acidity. Serve with bay scallop salad.",Refugio Ranch 2011 Tiradora Sauvignon Blanc (Santa Ynez Valley)
"Scratchy, moderately woody aromas of berry fruits are lightly herbal yet direct. This is chunky and wide in feel. Flavors of dark fruits blend with green-herb and rosemary notes, while the finish tastes foresty and lightly herbal. The “five” in the name applies to months in oak.",Rodriguez Sanzo 2013 Give Me Five By Javier Rodriguez  (Rioja)
"Oak extract, spearmint, espresso and mature plum aromas lead the nose on this simple, medium-bodied wine. The forward palate delivers overripe black berry fruit, vanilla and oak that finish on an almost sugary-sweet note. It's already evolved so drink soon.",San Polo 2012  Rosso di Montalcino
"Dry spice and plum flavors are lean but fair. This feels snappy, crisp and high in acidity, while flavors of plum and berry are loamy and finish mild except for a touch of residual zesty acid.",Santa Carolina 2012 Reserva Merlot (Colchagua Valley)
"A strong whiff of tomato leaf and herbs leads a stewy bouquet. This is tight in feel, with tomatoey acidity. Herbal red-berry flavors are matched by cherry tomato and oregano, while the finish is wiry in feel, with a green note. This is 55% Cabernet Sauvignon, 25% Carmenère and 20% Syrah.",Anakena 2011 Ona Special Reserve Cabernet Sauvignon-Carmenere-Syrah Red (Cachapoal Valley)
"This Bordeaux-style white blend is 60% Sauvignon Blanc and 40% Sémillon. It carries a hint of sweetness, possibly some residual sugar above threshhold level. Flavors of butter cookie accompany simple, light yellow fruits.",Auclair 2013 96 Cedars White (Columbia Valley (WA))
"A showy, exuberant wine, from the hot pink color to the fresh, jammy aromas to the just-sweet finish. However, it feels soft in texture and body, with mild cherry-candy and peach flavors.",Bliss 2013 Estate Bottled Rosé (Mendocino)
"This Syrah is done in a surprisingly soft style, with light, peppery, rather pale fruit flavors. It's pleasant, but not a typical representative of the grape's usual power.",Walla Faces 2012 Estate Syrah (Walla Walla Valley (WA))
"The wine has weight and richness while also showing considerable acidity and dry tannic structure. It's firm, the fruitiness showing slowly through the mineral texture. It will be better in 2015.",Vignerons de Bel Air 2013 Eté Intense  (Côte de Brouilly)
